timestamp,count,condition,temp,humidity,day_of_week,hour
2023-06-04 13:30:00,10,Clear,31.63,75,6,13
2023-06-04 14:00:00,10,Mist,26.63,81,6,14
2023-06-04 14:30:00,7,Clouds,24.47,59,6,14
2023-06-04 15:00:00,9,Fog,28.58,70,6,15
2023-06-04 15:30:00,8,Mist,28.51,70,6,15
2023-06-04 16:00:00,15,Clouds,30.55,73,6,16
2023-06-04 16:30:00,19,Clear,24.86,89,6,16
2023-06-04 17:00:00,18,Clear,23.51,65,6,17
2023-06-04 17:30:00,17,Thunderstorm,25.71,55,6,17
2023-06-04 18:00:00,17,Clear,28.75,83,6,18
2023-06-04 18:30:00,20,Clouds,27.43,64,6,18
2023-06-04 19:00:00,25,Clear,31.27,72,6,19
2023-06-04 19:30:00,20,Haze,28.07,57,6,19
2023-06-04 20:00:00,27,Clouds,24.54,64,6,20
2023-06-04 20:30:00,23,Clear,28.18,56,6,20
2023-06-04 21:00:00,13,Rain,24.58,64,6,21
2023-06-04 21:30:00,12,Rain,25.99,67,6,21
2023-06-04 22:00:00,10,Rain,27.43,83,6,22
2023-06-04 22:30:00,14,Drizzle,22.83,71,6,22
2023-06-04 23:00:00,7,Clouds,33.36,66,6,23
2023-06-04 23:30:00,5,Clouds,27.08,30,6,23
2023-06-05 00:00:00,2,Mist,27.82,72,0,0
2023-06-05 00:30:00,10,Clear,25.36,55,0,0
2023-06-05 01:00:00,3,Thunderstorm,24.08,53,0,1
2023-06-05 01:30:00,3,Clear,26.71,64,0,1
2023-06-05 02:00:00,6,Clouds,31.42,79,0,2
2023-06-05 02:30:00,1,Fog,24.57,67,0,2
2023-06-05 03:00:00,9,Clear,29.0,66,0,3
2023-06-05 03:30:00,4,Haze,33.04,78,0,3
2023-06-05 04:00:00,1,Clouds,31.33,64,0,4
2023-06-05 04:30:00,2,Drizzle,25.68,83,0,4
2023-06-05 05:00:00,4,Fog,28.01,77,0,5
2023-06-05 05:30:00,5,Clear,26.96,79,0,5
2023-06-05 06:00:00,0,Drizzle,24.89,71,0,6
2023-06-05 06:30:00,8,Clear,24.58,71,0,6
2023-06-05 07:00:00,25,Clouds,28.54,72,0,7
2023-06-05 07:30:00,17,Clouds,24.14,69,0,7
2023-06-05 08:00:00,17,Clouds,29.2,47,0,8
2023-06-05 08:30:00,20,Clear,27.91,71,0,8
2023-06-05 09:00:00,13,Drizzle,32.64,62,0,9
2023-06-05 09:30:00,24,Clouds,26.08,53,0,9
2023-06-05 10:00:00,10,Clouds,28.59,72,0,10
2023-06-05 10:30:00,4,Haze,28.17,68,0,10
2023-06-05 11:00:00,2,Rain,28.84,62,0,11
2023-06-05 11:30:00,3,Fog,27.47,80,0,11
2023-06-05 12:00:00,1,Drizzle,26.51,89,0,12
2023-06-05 12:30:00,4,Haze,31.31,50,0,12
2023-06-05 13:00:00,7,Clouds,25.19,77,0,13
2023-06-05 13:30:00,3,Drizzle,24.06,85,0,13
2023-06-05 14:00:00,10,Clouds,21.95,70,0,14
2023-06-05 14:30:00,4,Fog,28.4,96,0,14
2023-06-05 15:00:00,6,Clouds,25.46,91,0,15
2023-06-05 15:30:00,10,Fog,29.6,46,0,15
2023-06-05 16:00:00,1,Clouds,21.03,87,0,16
2023-06-05 16:30:00,7,Clear,24.03,70,0,16
2023-06-05 17:00:00,29,Clouds,28.73,48,0,17
2023-06-05 17:30:00,27,Haze,27.37,71,0,17
2023-06-05 18:00:00,25,Mist,30.85,97,0,18
2023-06-05 18:30:00,12,Rain,36.26,86,0,18
2023-06-05 19:00:00,23,Clouds,23.11,91,0,19
2023-06-05 19:30:00,17,Drizzle,26.39,47,0,19
2023-06-05 20:00:00,19,Clouds,25.03,63,0,20
2023-06-05 20:30:00,18,Fog,27.79,56,0,20
2023-06-05 21:00:00,7,Clouds,29.45,75,0,21
2023-06-05 21:30:00,6,Clear,28.44,64,0,21
2023-06-05 22:00:00,3,Clear,24.42,92,0,22
2023-06-05 22:30:00,2,Thunderstorm,25.92,52,0,22
2023-06-05 23:00:00,3,Clouds,27.88,88,0,23
2023-06-05 23:30:00,1,Fog,32.64,73,0,23
2023-06-06 00:00:00,5,Clear,32.65,64,1,0
2023-06-06 00:30:00,1,Clouds,31.83,99,1,0
2023-06-06 01:00:00,2,Drizzle,30.01,86,1,1
2023-06-06 01:30:00,3,Mist,23.93,98,1,1
2023-06-06 02:00:00,5,Drizzle,26.35,54,1,2
2023-06-06 02:30:00,5,Haze,27.22,78,1,2
2023-06-06 03:00:00,6,Thunderstorm,29.38,33,1,3
2023-06-06 03:30:00,1,Drizzle,29.49,67,1,3
2023-06-06 04:00:00,9,Haze,26.98,69,1,4
2023-06-06 04:30:00,1,Rain,28.69,85,1,4
2023-06-06 05:00:00,4,Clouds,25.25,80,1,5
2023-06-06 05:30:00,4,Drizzle,26.65,65,1,5
2023-06-06 06:00:00,7,Clear,28.96,56,1,6
2023-06-06 06:30:00,1,Drizzle,29.75,37,1,6
2023-06-06 07:00:00,18,Clouds,25.33,63,1,7
2023-06-06 07:30:00,17,Mist,23.01,68,1,7
2023-06-06 08:00:00,20,Clouds,23.63,76,1,8
2023-06-06 08:30:00,12,Rain,26.58,67,1,8
2023-06-06 09:00:00,22,Mist,28.8,69,1,9
2023-06-06 09:30:00,22,Clouds,26.04,60,1,9
2023-06-06 10:00:00,9,Clear,28.78,62,1,10
2023-06-06 10:30:00,6,Clouds,24.6,73,1,10
2023-06-06 11:00:00,2,Rain,32.0,54,1,11
2023-06-06 11:30:00,9,Clouds,33.15,57,1,11
2023-06-06 12:00:00,3,Clouds,27.07,86,1,12
2023-06-06 12:30:00,4,Clouds,25.13,74,1,12
2023-06-06 13:00:00,7,Clear,24.72,76,1,13
2023-06-06 13:30:00,3,Clouds,26.0,61,1,13
2023-06-06 14:00:00,3,Clear,31.28,80,1,14
2023-06-06 14:30:00,1,Mist,24.28,43,1,14
2023-06-06 15:00:00,3,Clouds,22.67,65,1,15
2023-06-06 15:30:00,6,Fog,25.56,65,1,15
2023-06-06 16:00:00,7,Clouds,26.72,81,1,16
2023-06-06 16:30:00,6,Drizzle,30.79,47,1,16
2023-06-06 17:00:00,16,Thunderstorm,26.96,64,1,17
2023-06-06 17:30:00,13,Thunderstorm,25.55,90,1,17
2023-06-06 18:00:00,8,Rain,29.21,66,1,18
2023-06-06 18:30:00,14,Rain,30.98,81,1,18
2023-06-06 19:00:00,19,Drizzle,26.63,75,1,19
2023-06-06 19:30:00,17,Haze,24.43,78,1,19
2023-06-06 20:00:00,17,Clouds,30.84,99,1,20
2023-06-06 20:30:00,10,Drizzle,28.66,62,1,20
2023-06-06 21:00:00,2,Thunderstorm,30.15,81,1,21
2023-06-06 21:30:00,6,Haze,29.8,79,1,21
2023-06-06 22:00:00,6,Haze,26.32,71,1,22
2023-06-06 22:30:00,7,Mist,27.8,55,1,22
2023-06-06 23:00:00,3,Drizzle,32.43,57,1,23
2023-06-06 23:30:00,5,Clouds,32.4,92,1,23
2023-06-07 00:00:00,6,Mist,29.26,57,2,0
2023-06-07 00:30:00,7,Fog,29.94,85,2,0
2023-06-07 01:00:00,4,Rain,28.53,56,2,1
2023-06-07 01:30:00,2,Clouds,27.23,70,2,1
2023-06-07 02:00:00,8,Mist,24.76,75,2,2
2023-06-07 02:30:00,10,Clear,34.57,58,2,2
2023-06-07 03:00:00,6,Clouds,22.32,96,2,3
2023-06-07 03:30:00,3,Clear,27.47,52,2,3
2023-06-07 04:00:00,5,Fog,32.07,86,2,4
2023-06-07 04:30:00,2,Rain,31.5,43,2,4
2023-06-07 05:00:00,9,Clear,29.32,62,2,5
2023-06-07 05:30:00,5,Clear,27.46,84,2,5
2023-06-07 06:00:00,3,Mist,28.8,73,2,6
2023-06-07 06:30:00,1,Clouds,28.2,65,2,6
2023-06-07 07:00:00,12,Drizzle,23.03,53,2,7
2023-06-07 07:30:00,18,Clouds,27.15,62,2,7
2023-06-07 08:00:00,21,Clear,25.02,60,2,8
2023-06-07 08:30:00,9,Thunderstorm,27.43,96,2,8
2023-06-07 09:00:00,8,Rain,26.53,65,2,9
2023-06-07 09:30:00,17,Drizzle,27.6,63,2,9
2023-06-07 10:00:00,1,Rain,28.27,45,2,10
2023-06-07 10:30:00,7,Clouds,27.59,64,2,10
2023-06-07 11:00:00,3,Haze,26.0,69,2,11
2023-06-07 11:30:00,4,Drizzle,30.12,48,2,11
2023-06-07 12:00:00,3,Mist,23.99,65,2,12
2023-06-07 12:30:00,2,Clear,22.9,75,2,12
2023-06-07 13:00:00,1,Fog,29.32,68,2,13
2023-06-07 13:30:00,4,Rain,34.71,60,2,13
2023-06-07 14:00:00,1,Clouds,23.38,100,2,14
2023-06-07 14:30:00,7,Fog,25.97,86,2,14
2023-06-07 15:00:00,7,Clouds,34.51,88,2,15
2023-06-07 15:30:00,4,Clear,24.14,94,2,15
2023-06-07 16:00:00,9,Clouds,27.8,68,2,16
2023-06-07 16:30:00,3,Rain,25.57,79,2,16
2023-06-07 17:00:00,9,Rain,25.95,68,2,17
2023-06-07 17:30:00,17,Fog,29.48,60,2,17
2023-06-07 18:00:00,9,Drizzle,26.71,75,2,18
2023-06-07 18:30:00,23,Clouds,25.58,73,2,18
2023-06-07 19:00:00,18,Mist,28.59,81,2,19
2023-06-07 19:30:00,26,Fog,32.37,60,2,19
2023-06-07 20:00:00,26,Haze,29.89,41,2,20
2023-06-07 20:30:00,10,Drizzle,34.33,82,2,20
2023-06-07 21:00:00,2,Mist,34.67,60,2,21
2023-06-07 21:30:00,10,Clear,20.55,73,2,21
2023-06-07 22:00:00,7,Rain,24.79,83,2,22
2023-06-07 22:30:00,2,Haze,33.03,49,2,22
2023-06-07 23:00:00,2,Rain,29.64,77,2,23
2023-06-07 23:30:00,3,Clouds,25.25,76,2,23
2023-06-08 00:00:00,6,Haze,26.84,40,3,0
2023-06-08 00:30:00,1,Clear,26.63,88,3,0
2023-06-08 01:00:00,6,Clouds,29.62,100,3,1
2023-06-08 01:30:00,3,Rain,31.01,67,3,1
2023-06-08 02:00:00,2,Drizzle,28.48,81,3,2
2023-06-08 02:30:00,9,Clear,29.51,88,3,2
2023-06-08 03:00:00,4,Clear,33.27,100,3,3
2023-06-08 03:30:00,7,Clear,30.58,77,3,3
2023-06-08 04:00:00,5,Clear,35.05,93,3,4
2023-06-08 04:30:00,6,Clouds,28.42,54,3,4
2023-06-08 05:00:00,7,Clouds,30.27,58,3,5
2023-06-08 05:30:00,0,Thunderstorm,25.31,74,3,5
2023-06-08 06:00:00,5,Clear,22.88,92,3,6
2023-06-08 06:30:00,6,Clear,27.65,69,3,6
2023-06-08 07:00:00,17,Drizzle,33.35,73,3,7
2023-06-08 07:30:00,25,Clouds,27.01,79,3,7
2023-06-08 08:00:00,19,Clouds,27.78,72,3,8
2023-06-08 08:30:00,26,Clear,23.07,74,3,8
2023-06-08 09:00:00,18,Clear,27.05,96,3,9
2023-06-08 09:30:00,28,Fog,33.92,75,3,9
2023-06-08 10:00:00,4,Haze,30.69,67,3,10
2023-06-08 10:30:00,4,Clear,30.47,99,3,10
2023-06-08 11:00:00,1,Rain,28.21,40,3,11
2023-06-08 11:30:00,0,Drizzle,25.39,51,3,11
2023-06-08 12:00:00,0,Drizzle,27.85,55,3,12
2023-06-08 12:30:00,5,Clouds,29.47,83,3,12
2023-06-08 13:00:00,5,Mist,30.91,79,3,13
2023-06-08 13:30:00,9,Haze,26.71,69,3,13
2023-06-08 14:00:00,5,Drizzle,30.38,94,3,14
2023-06-08 14:30:00,10,Clear,27.64,70,3,14
2023-06-08 15:00:00,4,Clear,31.53,58,3,15
2023-06-08 15:30:00,4,Clear,28.54,59,3,15
2023-06-08 16:00:00,8,Clouds,21.22,69,3,16
2023-06-08 16:30:00,5,Rain,24.23,81,3,16
2023-06-08 17:00:00,21,Mist,30.92,58,3,17
2023-06-08 17:30:00,21,Clear,34.35,64,3,17
2023-06-08 18:00:00,19,Clouds,27.78,68,3,18
2023-06-08 18:30:00,7,Rain,30.82,95,3,18
2023-06-08 19:00:00,26,Fog,24.93,41,3,19
2023-06-08 19:30:00,20,Fog,27.0,56,3,19
2023-06-08 20:00:00,13,Rain,28.3,66,3,20
2023-06-08 20:30:00,20,Clear,28.19,68,3,20
2023-06-08 21:00:00,1,Clouds,29.97,98,3,21
2023-06-08 21:30:00,5,Thunderstorm,30.69,67,3,21
2023-06-08 22:00:00,4,Mist,27.0,53,3,22
2023-06-08 22:30:00,5,Drizzle,31.29,64,3,22
2023-06-08 23:00:00,9,Haze,37.25,91,3,23
2023-06-08 23:30:00,8,Fog,29.34,78,3,23
2023-06-09 00:00:00,2,Clear,23.19,87,4,0
2023-06-09 00:30:00,4,Clouds,31.13,75,4,0
2023-06-09 01:00:00,10,Clear,30.88,71,4,1
2023-06-09 01:30:00,10,Mist,27.14,58,4,1
2023-06-09 02:00:00,6,Drizzle,29.22,61,4,2
2023-06-09 02:30:00,9,Clear,29.32,64,4,2
2023-06-09 03:00:00,3,Mist,30.92,72,4,3
2023-06-09 03:30:00,1,Rain,26.03,37,4,3
2023-06-09 04:00:00,3,Clouds,30.83,87,4,4
2023-06-09 04:30:00,8,Fog,29.97,80,4,4
2023-06-09 05:00:00,7,Mist,27.11,37,4,5
2023-06-09 05:30:00,8,Fog,28.11,54,4,5
2023-06-09 06:00:00,3,Rain,24.66,79,4,6
2023-06-09 06:30:00,8,Clear,27.14,67,4,6
2023-06-09 07:00:00,29,Clouds,27.88,51,4,7
2023-06-09 07:30:00,15,Haze,21.93,47,4,7
2023-06-09 08:00:00,24,Clouds,27.05,71,4,8
2023-06-09 08:30:00,8,Drizzle,32.27,77,4,8
2023-06-09 09:00:00,20,Fog,22.01,66,4,9
2023-06-09 09:30:00,20,Haze,23.19,74,4,9
2023-06-09 10:00:00,1,Drizzle,33.24,65,4,10
2023-06-09 10:30:00,3,Clear,25.06,89,4,10
2023-06-09 11:00:00,2,Thunderstorm,23.67,55,4,11
2023-06-09 11:30:00,0,Drizzle,27.69,77,4,11
2023-06-09 12:00:00,3,Clear,28.21,50,4,12
2023-06-09 12:30:00,2,Clouds,26.06,60,4,12
2023-06-09 13:00:00,1,Fog,23.98,91,4,13
2023-06-09 13:30:00,6,Mist,31.13,79,4,13
2023-06-09 14:00:00,1,Thunderstorm,35.06,53,4,14
2023-06-09 14:30:00,1,Fog,27.14,72,4,14
2023-06-09 15:00:00,8,Fog,23.72,80,4,15
2023-06-09 15:30:00,2,Clear,35.67,64,4,15
2023-06-09 16:00:00,5,Thunderstorm,23.7,84,4,16
2023-06-09 16:30:00,3,Haze,25.98,74,4,16
2023-06-09 17:00:00,28,Clouds,21.91,77,4,17
2023-06-09 17:30:00,27,Clouds,34.24,85,4,17
2023-06-09 18:00:00,20,Haze,27.33,72,4,18
2023-06-09 18:30:00,15,Clear,26.84,77,4,18
2023-06-09 19:00:00,16,Clear,28.09,64,4,19
2023-06-09 19:30:00,30,Clouds,26.52,50,4,19
2023-06-09 20:00:00,16,Thunderstorm,28.87,66,4,20
2023-06-09 20:30:00,23,Mist,31.07,61,4,20
2023-06-09 21:00:00,9,Clouds,28.83,94,4,21
2023-06-09 21:30:00,6,Clouds,35.14,30,4,21
2023-06-09 22:00:00,2,Clouds,22.68,59,4,22
2023-06-09 22:30:00,3,Clear,33.49,78,4,22
2023-06-09 23:00:00,10,Fog,31.44,56,4,23
2023-06-09 23:30:00,7,Rain,27.1,58,4,23
2023-06-10 00:00:00,8,Clouds,27.5,69,5,0
2023-06-10 00:30:00,7,Clear,29.53,53,5,0
2023-06-10 01:00:00,5,Clear,27.96,62,5,1
2023-06-10 01:30:00,4,Drizzle,27.58,87,5,1
2023-06-10 02:00:00,2,Drizzle,30.23,70,5,2
2023-06-10 02:30:00,5,Mist,28.72,75,5,2
2023-06-10 03:00:00,5,Clouds,30.4,96,5,3
2023-06-10 03:30:00,6,Fog,27.18,43,5,3
2023-06-10 04:00:00,0,Thunderstorm,17.49,100,5,4
2023-06-10 04:30:00,7,Drizzle,26.89,67,5,4
2023-06-10 05:00:00,3,Thunderstorm,27.07,64,5,5
2023-06-10 05:30:00,0,Rain,28.25,60,5,5
2023-06-10 06:00:00,6,Drizzle,35.04,82,5,6
2023-06-10 06:30:00,2,Drizzle,27.42,75,5,6
2023-06-10 07:00:00,2,Clear,23.5,93,5,7
2023-06-10 07:30:00,3,Mist,29.02,71,5,7
2023-06-10 08:00:00,4,Haze,22.77,81,5,8
2023-06-10 08:30:00,8,Clear,29.21,87,5,8
2023-06-10 09:00:00,7,Clear,26.94,79,5,9
2023-06-10 09:30:00,3,Clouds,28.81,77,5,9
2023-06-10 10:00:00,2,Clouds,28.52,91,5,10
2023-06-10 10:30:00,2,Mist,29.2,68,5,10
2023-06-10 11:00:00,5,Drizzle,29.22,82,5,11
2023-06-10 11:30:00,4,Rain,26.13,64,5,11
2023-06-10 12:00:00,3,Fog,31.46,30,5,12
2023-06-10 12:30:00,6,Fog,29.14,47,5,12
2023-06-10 13:00:00,0,Drizzle,28.77,81,5,13
2023-06-10 13:30:00,4,Clouds,29.83,36,5,13
2023-06-10 14:00:00,3,Clouds,22.53,94,5,14
2023-06-10 14:30:00,3,Clouds,30.81,58,5,14
2023-06-10 15:00:00,4,Rain,31.4,94,5,15
2023-06-10 15:30:00,2,Rain,25.39,52,5,15
2023-06-10 16:00:00,30,Drizzle,22.76,75,5,16
2023-06-10 16:30:00,30,Clear,33.7,56,5,16
2023-06-10 17:00:00,50,Haze,30.24,36,5,17
2023-06-10 17:30:00,50,Clear,29.96,58,5,17
2023-06-10 18:00:00,70,Fog,24.23,97,5,18
