timestamp,count,condition,temp,humidity
6/6/2023 10:00,9,Clear,28.78,62
6/6/2023 10:30,6,Clouds,24.6,73
6/6/2023 11:00,2,Rain,32,54
6/6/2023 11:30,9,Clouds,33.15,57
6/6/2023 12:00,3,Clouds,27.07,86
6/6/2023 12:30,4,Clouds,25.13,74
6/6/2023 13:00,7,Clear,24.72,76
6/6/2023 13:30,3,Clouds,26,61
6/6/2023 14:00,3,Clear,31.28,80
6/6/2023 14:30,1,Mist,24.28,43
6/6/2023 15:00,3,Clouds,22.67,65
6/6/2023 15:30,6,Fog,25.56,65
6/6/2023 16:00,7,Clouds,26.72,81
6/6/2023 16:30,6,Drizzle,30.79,47
6/6/2023 17:00,16,Thunderstorm,26.96,64
6/6/2023 17:30,13,Thunderstorm,25.55,90
6/6/2023 18:00,8,Rain,29.21,66
6/6/2023 18:30,14,Rain,30.98,81
6/6/2023 19:00,19,Drizzle,26.63,75
6/6/2023 19:30,17,Haze,24.43,78
6/6/2023 20:00,17,Clouds,30.84,99
6/6/2023 20:30,10,Drizzle,28.66,62
6/6/2023 21:00,2,Thunderstorm,30.15,81
6/6/2023 21:30,6,Haze,29.8,79
6/6/2023 22:00,6,Haze,26.32,71
6/6/2023 22:30,7,Mist,27.8,55
6/6/2023 23:00,3,Drizzle,32.43,57
6/6/2023 23:30,5,Clouds,32.4,92
6/7/2023 0:00,6,Mist,29.26,57
6/7/2023 0:30,7,Fog,29.94,85
6/7/2023 1:00,4,Rain,28.53,56
6/7/2023 1:30,2,Clouds,27.23,70
6/7/2023 2:00,8,Mist,24.76,75
6/7/2023 2:30,10,Clear,34.57,58
6/7/2023 3:00,6,Clouds,22.32,96
6/7/2023 3:30,3,Clear,27.47,52
6/7/2023 4:00,5,Fog,32.07,86
6/7/2023 4:30,2,Rain,31.5,43
6/7/2023 5:00,9,Clear,29.32,62
6/7/2023 5:30,5,Clear,27.46,84
6/7/2023 6:00,3,Mist,28.8,73
6/7/2023 6:30,1,Clouds,28.2,65
6/7/2023 7:00,12,Drizzle,23.03,53
6/7/2023 7:30,18,Clouds,27.15,62
6/7/2023 8:00,21,Clear,25.02,60
6/7/2023 8:30,9,Thunderstorm,27.43,96
6/7/2023 9:00,8,Rain,26.53,65
6/7/2023 9:30,17,Drizzle,27.6,63
6/7/2023 10:00,1,Rain,28.27,45
6/7/2023 10:30,7,Clouds,27.59,64
6/7/2023 11:00,3,Haze,26,69
6/7/2023 11:30,4,Drizzle,30.12,48
6/7/2023 12:00,3,Mist,23.99,65
6/7/2023 12:30,2,Clear,22.9,75
6/7/2023 13:00,1,Fog,29.32,68
6/7/2023 13:30,4,Rain,34.71,60
6/7/2023 14:00,1,Clouds,23.38,100
6/7/2023 14:30,7,Fog,25.97,86
6/7/2023 15:00,7,Clouds,34.51,88
6/7/2023 15:30,4,Clear,24.14,94
6/7/2023 16:00,9,Clouds,27.8,68
6/7/2023 16:30,3,Rain,25.57,79
6/7/2023 17:00,9,Rain,25.95,68
6/7/2023 17:30,17,Fog,29.48,60
6/7/2023 18:00,9,Drizzle,26.71,75
6/7/2023 18:30,23,Clouds,25.58,73
6/7/2023 19:00,18,Mist,28.59,81
6/7/2023 19:30,26,Fog,32.37,60
6/7/2023 20:00,26,Haze,29.89,41
6/7/2023 20:30,10,Drizzle,34.33,82
6/7/2023 21:00,2,Mist,34.67,60
6/7/2023 21:30,10,Clear,20.55,73
6/7/2023 22:00,7,Rain,24.79,83
6/7/2023 22:30,2,Haze,33.03,49
6/7/2023 23:00,2,Rain,29.64,77
6/7/2023 23:30,3,Clouds,25.25,76
6/8/2023 0:00,6,Haze,26.84,40
6/8/2023 0:30,1,Clear,26.63,88
6/8/2023 1:00,6,Clouds,29.62,100
6/8/2023 1:30,3,Rain,31.01,67
6/8/2023 2:00,2,Drizzle,28.48,81
6/8/2023 2:30,9,Clear,29.51,88
6/8/2023 3:00,4,Clear,33.27,100
6/8/2023 3:30,7,Clear,30.58,77
6/8/2023 4:00,5,Clear,35.05,93
6/8/2023 4:30,6,Clouds,28.42,54
6/8/2023 5:00,7,Clouds,30.27,58
6/8/2023 5:30,0,Thunderstorm,25.31,74
6/8/2023 6:00,5,Clear,22.88,92
6/8/2023 6:30,6,Clear,27.65,69
6/8/2023 7:00,17,Drizzle,33.35,73
6/8/2023 7:30,25,Clouds,27.01,79
6/8/2023 8:00,19,Clouds,27.78,72
6/8/2023 8:30,26,Clear,23.07,74
6/8/2023 9:00,18,Clear,27.05,96
6/8/2023 9:30,28,Fog,33.92,75
6/8/2023 10:00,4,Haze,30.69,67
6/8/2023 10:30,4,Clear,30.47,99
6/8/2023 11:00,1,Rain,28.21,40
6/8/2023 11:30,0,Drizzle,25.39,51
6/8/2023 12:00,0,Drizzle,27.85,55
6/8/2023 12:30,5,Clouds,29.47,83
6/8/2023 13:00,5,Mist,30.91,79
6/8/2023 13:30,9,Haze,26.71,69
6/8/2023 14:00,5,Drizzle,30.38,94
6/8/2023 14:30,10,Clear,27.64,70
6/8/2023 15:00,4,Clear,31.53,58
6/8/2023 15:30,4,Clear,28.54,59
6/8/2023 16:00,8,Clouds,21.22,69
6/8/2023 16:30,5,Rain,24.23,81
6/8/2023 17:00,21,Mist,30.92,58
6/8/2023 17:30,21,Clear,34.35,64
6/8/2023 18:00,19,Clouds,27.78,68
6/8/2023 18:30,7,Rain,30.82,95
6/8/2023 19:00,26,Fog,24.93,41
6/8/2023 19:30,20,Fog,27,56
6/8/2023 20:00,13,Rain,28.3,66
6/8/2023 20:30,20,Clear,28.19,68
6/8/2023 21:00,1,Clouds,29.97,98
6/8/2023 21:30,5,Thunderstorm,30.69,67
6/8/2023 22:00,4,Mist,27,53
6/8/2023 22:30,5,Drizzle,31.29,64
6/8/2023 23:00,9,Haze,37.25,91
6/8/2023 23:30,8,Fog,29.34,78
6/9/2023 0:00,2,Clear,23.19,87
6/9/2023 0:30,4,Clouds,31.13,75
6/9/2023 1:00,10,Clear,30.88,71
6/9/2023 1:30,10,Mist,27.14,58
6/9/2023 2:00,6,Drizzle,29.22,61
6/9/2023 2:30,9,Clear,29.32,64
6/9/2023 3:00,3,Mist,30.92,72
6/9/2023 3:30,1,Rain,26.03,37
6/9/2023 4:00,3,Clouds,30.83,87
6/9/2023 4:30,8,Fog,29.97,80
6/9/2023 5:00,7,Mist,27.11,37
6/9/2023 5:30,8,Fog,28.11,54
6/9/2023 6:00,3,Rain,24.66,79
6/9/2023 6:30,8,Clear,27.14,67
6/9/2023 7:00,29,Clouds,27.88,51
6/9/2023 7:30,15,Haze,21.93,47
6/9/2023 8:00,24,Clouds,27.05,71
6/9/2023 8:30,8,Drizzle,32.27,77
6/9/2023 9:00,20,Fog,22.01,66
6/9/2023 9:30,20,Haze,23.19,74
6/9/2023 10:00,1,Drizzle,33.24,65
6/9/2023 10:30,3,Clear,25.06,89
6/9/2023 11:00,2,Thunderstorm,23.67,55
6/9/2023 11:30,0,Drizzle,27.69,77
6/9/2023 12:00,3,Clear,28.21,50
6/9/2023 12:30,2,Clouds,26.06,60
6/9/2023 13:00,1,Fog,23.98,91
6/9/2023 13:30,6,Mist,31.13,79
6/9/2023 14:00,1,Thunderstorm,35.06,53
6/9/2023 14:30,1,Fog,27.14,72
6/9/2023 15:00,8,Fog,23.72,80
6/9/2023 15:30,2,Clear,35.67,64
6/9/2023 16:00,5,Thunderstorm,23.7,84
6/9/2023 16:30,3,Haze,25.98,74
6/9/2023 17:00,28,Clouds,21.91,77
6/9/2023 17:30,27,Clouds,34.24,85
6/9/2023 18:00,20,Haze,27.33,72
6/9/2023 18:30,15,Clear,26.84,77
6/9/2023 19:00,16,Clear,28.09,64
6/9/2023 19:30,30,Clouds,26.52,50
6/9/2023 20:00,16,Thunderstorm,28.87,66
6/9/2023 20:30,23,Mist,31.07,61
6/9/2023 21:00,9,Clouds,28.83,94
6/9/2023 21:30,6,Clouds,35.14,30
6/9/2023 22:00,2,Clouds,22.68,59
6/9/2023 22:30,3,Clear,33.49,78
6/9/2023 23:00,10,Fog,31.44,56
6/9/2023 23:30,7,Rain,27.1,58
6/10/2023 0:00,8,Clouds,27.5,69
6/10/2023 0:30,7,Clear,29.53,53
6/10/2023 1:00,5,Clear,27.96,62
6/10/2023 1:30,4,Drizzle,27.58,87
6/10/2023 2:00,2,Drizzle,30.23,70
6/10/2023 2:30,5,Mist,28.72,75
6/10/2023 3:00,5,Clouds,30.4,96
6/10/2023 3:30,6,Fog,27.18,43
6/10/2023 4:00,0,Thunderstorm,17.49,100
6/10/2023 4:30,7,Drizzle,26.89,67
6/10/2023 5:00,3,Thunderstorm,27.07,64
6/10/2023 5:30,0,Rain,28.25,60
6/10/2023 6:00,6,Drizzle,35.04,82
6/10/2023 6:30,2,Drizzle,27.42,75
6/10/2023 7:00,2,Clear,23.5,93
6/10/2023 7:30,3,Mist,29.02,71
6/10/2023 8:00,4,Haze,22.77,81
6/10/2023 8:30,8,Clear,29.21,87
6/10/2023 9:00,7,Clear,26.94,79
6/10/2023 9:30,3,Clouds,28.81,77
6/10/2023 10:00,2,Clouds,28.52,91
6/10/2023 10:30,2,Mist,29.2,68
6/10/2023 11:00,5,Drizzle,29.22,82
6/10/2023 11:30,4,Rain,26.13,64
6/10/2023 12:00,3,Fog,31.46,30
6/10/2023 12:30,6,Fog,29.14,47
6/10/2023 13:00,0,Drizzle,28.77,81
6/10/2023 13:30,4,Clouds,29.83,36
6/10/2023 14:00,3,Clouds,22.53,94
6/10/2023 14:30,3,Clouds,30.81,58
6/10/2023 15:00,4,Rain,31.4,94
6/10/2023 15:30,2,Rain,25.39,52
6/10/2023 16:00,11,Drizzle,22.76,75
6/10/2023 16:30,24,Clear,33.7,56
6/10/2023 17:00,20,Haze,30.24,36
6/10/2023 17:30,28,Clear,29.96,58
6/10/2023 18:00,15,Fog,24.23,97
6/10/2023 18:30,24,Haze,29.22,100
6/10/2023 19:00,28,Mist,28.3,55
6/10/2023 19:30,18,Clouds,27.63,84
6/10/2023 20:00,15,Clouds,28.59,81
6/10/2023 20:30,27,Clouds,25.8,41
6/10/2023 21:00,6,Rain,30.24,85
6/10/2023 21:30,9,Rain,21.75,84
6/10/2023 22:00,15,Drizzle,16.85,79
6/10/2023 22:30,19,Clouds,28.78,73
6/10/2023 23:00,2,Drizzle,30.08,59
6/10/2023 23:30,1,Drizzle,23.48,67
6/11/2023 0:00,7,Mist,26.43,55
6/11/2023 0:30,6,Clouds,27.11,69
6/11/2023 1:00,2,Fog,24.81,93
6/11/2023 1:30,2,Clear,30.14,73
6/11/2023 2:00,1,Clouds,29.76,65
6/11/2023 2:30,1,Rain,28.59,80
6/11/2023 3:00,1,Clouds,28.84,85
6/11/2023 3:30,9,Fog,31.06,79
6/11/2023 4:00,4,Mist,28.82,85
6/11/2023 4:30,1,Fog,23.63,61
6/11/2023 5:00,4,Thunderstorm,26.57,61
6/11/2023 5:30,3,Fog,28.7,71
6/11/2023 6:00,7,Mist,30.59,65
6/11/2023 6:30,1,Clouds,26.33,47
6/11/2023 7:00,9,Clouds,26.5,48
6/11/2023 7:30,2,Drizzle,26.34,80
6/11/2023 8:00,10,Clear,26.24,65
6/11/2023 8:30,1,Fog,30.37,74
6/11/2023 9:00,3,Haze,24.12,68
6/11/2023 9:30,8,Clouds,28.7,78
6/11/2023 10:00,1,Rain,26.42,61
6/11/2023 10:30,1,Clouds,28.76,69
6/11/2023 11:00,1,Thunderstorm,31.38,55
6/11/2023 11:30,2,Clouds,24.55,92
6/11/2023 12:00,4,Clear,27.74,68
6/11/2023 12:30,2,Fog,27.39,87
6/11/2023 13:00,4,Thunderstorm,30.56,81
6/11/2023 13:30,1,Clouds,22.75,78
6/11/2023 14:00,6,Drizzle,30.3,83
6/11/2023 14:30,4,Clear,31.55,75
6/11/2023 15:00,2,Clouds,29.27,51
6/11/2023 15:30,4,Drizzle,26.97,83
6/11/2023 16:00,19,Clear,32.62,63
6/11/2023 16:30,29,Fog,29.01,72
6/11/2023 17:00,19,Haze,29.76,43
6/11/2023 17:30,18,Clear,24.14,90
6/11/2023 18:00,20,Clouds,26.88,74
6/11/2023 18:30,20,Clouds,28.58,96
6/11/2023 19:00,18,Clear,27.37,81
6/11/2023 19:30,30,Clear,23.98,62
6/11/2023 20:00,14,Thunderstorm,26.57,66
6/11/2023 20:30,9,Drizzle,26.98,92
6/11/2023 21:00,21,Clear,29.69,88
6/11/2023 21:30,20,Clouds,28.8,64
6/11/2023 22:00,16,Clouds,27.9,53
6/11/2023 22:30,24,Mist,29.67,76
6/11/2023 23:00,8,Mist,30.14,57
6/11/2023 23:30,10,Clear,31.51,58
6/12/2023 0:00,9,Clouds,23.26,70
6/12/2023 0:30,3,Clear,27.16,76
6/12/2023 1:00,9,Haze,28.74,73
6/12/2023 1:30,8,Clouds,21.59,84
6/12/2023 2:00,4,Fog,34.56,56
6/12/2023 2:30,4,Clouds,26.38,78
6/12/2023 3:00,6,Clouds,31.9,66
6/12/2023 3:30,5,Clouds,24.15,79
6/12/2023 4:00,0,Drizzle,30.84,52
6/12/2023 4:30,1,Clear,25.09,57
6/12/2023 5:00,4,Clear,29.89,42
6/12/2023 5:30,8,Clouds,28.89,73
6/12/2023 6:00,6,Drizzle,27.5,81
6/12/2023 6:30,2,Clear,27.77,100
6/12/2023 7:00,23,Clear,27.7,42
6/12/2023 7:30,20,Haze,34.46,57
6/12/2023 8:00,13,Rain,25.36,94
6/12/2023 8:30,20,Clouds,28.38,65
6/12/2023 9:00,30,Clear,23.4,53
6/12/2023 9:30,12,Drizzle,34.8,61
6/12/2023 10:00,1,Clear,26.37,93
6/12/2023 10:30,3,Rain,23.29,69
6/12/2023 11:00,10,Clear,26.02,78
6/12/2023 11:30,1,Rain,28.75,78
6/12/2023 12:00,10,Mist,28.7,60
6/12/2023 12:30,9,Haze,25.41,85
6/12/2023 13:00,5,Clouds,29.56,50
6/12/2023 13:30,1,Drizzle,23.07,61
6/12/2023 14:00,4,Haze,28.74,61
6/12/2023 14:30,2,Haze,30.29,78
6/12/2023 15:00,5,Clouds,22.91,89
6/12/2023 15:30,2,Thunderstorm,29.29,94
6/12/2023 16:00,0,Rain,31.38,67
6/12/2023 16:30,8,Clouds,26.91,57
6/12/2023 17:00,15,Clouds,26.51,80
6/12/2023 17:30,11,Rain,26.78,70
6/12/2023 18:00,19,Clear,30.6,88
6/12/2023 18:30,26,Fog,31.45,76
6/12/2023 19:00,17,Drizzle,26.71,52
6/12/2023 19:30,25,Clear,25.52,76
6/12/2023 20:00,27,Clear,33.38,39
6/12/2023 20:30,17,Clear,29.28,59
6/12/2023 21:00,1,Rain,28,57
6/12/2023 21:30,1,Haze,27.35,74
6/12/2023 22:00,4,Drizzle,27.61,78
6/12/2023 22:30,10,Fog,26.9,82
6/12/2023 23:00,8,Mist,30.26,96
6/12/2023 23:30,10,Clear,28.3,50
6/13/2023 0:00,9,Clouds,26.88,73
6/13/2023 0:30,10,Clear,27.57,82
6/13/2023 1:00,2,Fog,24.99,61
6/13/2023 1:30,2,Haze,28.57,71
6/13/2023 2:00,10,Clear,26.22,55
6/13/2023 2:30,2,Thunderstorm,27.74,70
6/13/2023 3:00,4,Drizzle,27.51,58
6/13/2023 3:30,8,Clear,29.49,59
6/13/2023 4:00,4,Fog,29.18,84
6/13/2023 4:30,4,Rain,19.16,91
6/13/2023 5:00,9,Clear,31.03,68
6/13/2023 5:30,2,Clouds,27.11,81
6/13/2023 6:00,3,Clear,30.72,96
